area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg
01045,5,812199,78,0,2020,A,N,3,0,0,0,0,0,0,N,1.53,0.0,0.0,0.0,0.0,0.0,0.0,N,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01049,5,812199,78,0,2020,A,N,0,0,0,0,0,0,0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01051,5,812199,78,0,2020,A,N,4,0,0,0,0,0,0,N,1.25,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01055,5,812199,78,0,2020,A,N,3,0,0,0,0,0,0,N,0.65,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01061,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.88,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01069,5,812199,78,0,2020,A,N,13,0,0,0,0,0,0,N,1.92,0.0,0.0,0.0,0.0,0.0,0.0,N,3,30.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01073,5,812199,78,0,2020,A,,44,215,5846505,2206461,30584,522,27140,,1.02,0.77,0.85,0.85,1.23,1.1,1.1,,1,2.3,-11,-4.9,-217277,-3.6,82473,3.9,5459,21.7,6,1.2,309,1.2
01075,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,1.62,0.0,0.0,0.0,0.0,0.0,0.0,N,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01077,5,812199,78,0,2020,A,N,5,0,0,0,0,0,0,N,1.06,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01079,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.94,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01081,5,812199,78,0,2020,A,N,10,0,0,0,0,0,0,N,1.33,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01083,5,812199,78,0,2020,A,N,3,0,0,0,0,0,0,N,0.9,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01089,5,812199,78,0,2020,A,,20,126,2560949,1373029,20026,392,20365,,0.88,0.75,0.55,0.91,1.38,0.74,0.74,,4,25.0,-1,-0.8,-105100,-3.9,38637,2.9,4275,27.1,-12,-3.0,-641,-3.1
01093,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.73,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01095,5,812199,78,0,2020,A,N,2,0,0,0,0,0,0,N,0.43,0.0,0.0,0.0,0.0,0.0,0.0,N,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01097,5,812199,78,0,2020,A,,17,73,1404478,737077,9072,368,19152,,0.74,0.53,0.49,0.57,0.6,0.91,0.91,,1,6.2,-7,-8.8,-110287,-7.3,15902,2.2,2875,46.4,6,1.7,316,1.7
01101,5,812199,78,0,2020,A,,13,88,2352603,842303,9279,514,26734,,0.91,0.85,1.09,1.03,1.12,1.29,1.29,,1,8.3,-5,-5.4,-103119,-4.2,-35044,-4.0,-861,-8.5,6,1.2,305,1.2
01103,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.16,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01109,5,812199,78,0,2020,A,,4,27,363110,173843,1052,256,13325,,2.48,2.26,1.72,1.65,0.86,0.75,0.75,,-1,-20.0,-9,-25.0,-53118,-12.8,-54978,-24.0,-299,-22.1,34,15.3,1790,15.5
01113,5,812199,78,0,2020,A,N,2,0,0,0,0,0,0,N,0.94,0.0,0.0,0.0,0.0,0.0,0.0,N,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01115,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.29,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01117,5,812199,78,0,2020,A,,15,92,1949130,796840,8505,409,21283,,1.14,1.36,1.21,1.13,1.24,0.89,0.9,,3,25.0,-1,-1.1,-62245,-3.1,64190,8.8,3662,75.6,-9,-2.2,-442,-2.0
01119,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,1.76,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01125,5,812199,78,0,2020,A,N,15,0,0,0,0,0,0,N,1.45,0.0,0.0,0.0,0.0,0.0,0.0,N,3,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01127,5,812199,78,0,2020,A,,5,47,1002308,526865,5389,408,21213,,1.62,3.26,4.17,3.94,4.55,1.27,1.27,,0,0.0,20,74.1,387081,62.9,192225,57.4,-2771,-34.0,-29,-6.6,-1503,-6.6
01999,5,812199,78,0,2020,A,N,2,0,0,0,0,0,0,N,0.06,0.0,0.0,0.0,0.0,0.0,0.0,N,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
02000,5,812199,58,0,2020,A,,39,175,3783041,3659878,54900,415,21576,,0.78,0.71,0.61,0.5,0.54,0.86,0.86,,-4,-9.3,-78,-30.8,-1338570,-26.1,-1182253,-24.4,-17901,-24.6,25,6.4,1292,6.4
02020,5,812199,78,0,2020,A,N,19,0,0,0,0,0,0,N,1.04,0.0,0.0,0.0,0.0,0.0,0.0,N,-3,-13.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
02090,5,812199,78,0,2020,A,,4,14,190150,190150,2853,268,13913,,0.8,0.49,0.28,0.26,0.28,0.59,0.59,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
02110,5,812199,78,0,2020,A,N,2,0,0,0,0,0,0,N,0.8,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
02122,5,812199,78,0,2020,A,N,5,0,0,0,0,0,0,N,1.06,0.0,0.0,0.0,0.0,0.0,0.0,N,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
02130,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.75,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
02150,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.95,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
02170,5,812199,78,0,2020,A,N,8,0,0,0,0,0,0,N,1.53,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-11.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
04000,5,812199,58,0,2020,A,,396,2584,74340178,26560028,432054,553,28774,,1.06,1.1,1.33,1.26,1.49,1.21,1.21,,-8,-2.0,-1136,-30.5,-19453338,-20.7,-8768697,-24.8,-162844,-27.4,68,14.0,3559,14.1
04003,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.2,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
04005,5,812199,78,0,2020,A,N,7,0,0,0,0,0,0,N,0.91,0.0,0.0,0.0,0.0,0.0,0.0,N,2,40.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
04009,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.81,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
04013,5,812199,78,0,2020,A,,314,2183,64756679,22594082,383785,570,29660,,1.29,1.31,1.56,1.45,1.94,1.19,1.19,,-5,-1.6,-972,-30.8,-16657446,-20.5,-8240469,-26.7,-163642,-29.9,74,14.9,3856,14.9
04015,5,812199,78,0,2020,A,N,4,0,0,0,0,0,0,N,0.46,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-20.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
04019,5,812199,78,0,2020,A,,47,250,5044630,2430929,30200,388,20172,,1.11,0.83,0.78,1.02,1.08,0.93,0.93,,-2,-4.1,-138,-35.6,-2714012,-35.0,-485993,-16.7,2484,9.0,3,0.8,158,0.8
04021,5,812199,78,0,2020,A,,4,12,208491,99404,867,330,17136,,0.54,0.23,0.21,0.26,0.19,0.89,0.88,,0,0.0,1,9.1,18623,9.8,22773,29.7,-32,-3.6,10,3.1,505,3.0
04025,5,812199,78,0,2020,A,N,9,0,0,0,0,0,0,N,0.69,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
04027,5,812199,78,0,2020,A,,4,16,252221,128181,617,311,16185,,0.55,0.29,0.25,0.25,0.03,0.89,0.89,,-1,-20.0,-3,-15.8,-91859,-26.7,-38731,-23.2,-194,-23.9,-33,-9.6,-1689,-9.4
04999,5,812199,78,0,2020,A,,5,7,790143,44709,4896,2338,121560,,0.18,0.26,0.75,0.13,0.73,3.06,3.06,N,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05000,5,812199,58,0,2020,A,,145,647,14010414,5953817,69583,416,21649,,0.7,0.66,0.72,0.74,0.79,1.09,1.1,,4,2.8,-95,-12.8,-1397516,-9.1,-1614677,-21.3,-4567,-6.2,16,4.0,870,4.2
05001,5,812199,78,0,2020,A,N,2,0,0,0,0,0,0,N,0.84,0.0,0.0,0.0,0.0,0.0,0.0,N,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05005,5,812199,78,0,2020,A,N,2,0,0,0,0,0,0,N,0.73,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05007,5,812199,78,0,2020,A,N,13,0,0,0,0,0,0,N,0.84,0.0,0.0,0.0,0.0,0.0,0.0,N,1,8.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05015,5,812199,78,0,2020,A,N,2,0,0,0,0,0,0,N,1.14,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05021,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,1.25,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05023,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.69,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05027,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.65,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05031,5,812199,78,0,2020,A,N,10,0,0,0,0,0,0,N,1.56,0.0,0.0,0.0,0.0,0.0,0.0,N,2,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05033,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.36,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05037,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.93,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05045,5,812199,78,0,2020,A,N,7,0,0,0,0,0,0,N,1.06,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05049,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,2.12,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05051,5,812199,78,0,2020,A,,11,89,2051668,896224,10676,442,23009,,1.62,3.0,4.19,3.49,4.01,1.39,1.39,,-1,-8.3,-22,-19.8,-745248,-26.6,-316684,-26.1,2401,29.0,-41,-8.5,-2132,-8.5
05053,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,1.29,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05055,5,812199,78,0,2020,A,N,4,0,0,0,0,0,0,N,2.03,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05059,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.74,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05063,5,812199,78,0,2020,A,N,3,0,0,0,0,0,0,N,1.45,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05065,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,1.75,0.0,0.0,0.0,0.0,0.0,0.0,N,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05069,5,812199,78,0,2020,A,,4,3,78434,42801,537,476,24769,,0.9,0.14,0.2,0.29,0.34,1.36,1.36,,-1,-20.0,-3,-50.0,-24184,-23.6,-20862,-32.8,-223,-29.3,128,36.8,6660,36.8
05085,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.34,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05089,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,1.57,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05091,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.51,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05097,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,2.63,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05107,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.62,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05109,5,812199,78,0,2020,A,N,2,0,0,0,0,0,0,N,3.31,0.0,0.0,0.0,0.0,0.0,0.0,N,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05115,5,812199,78,0,2020,A,N,2,0,0,0,0,0,0,N,0.49,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05119,5,812199,78,0,2020,A,,36,174,4475902,1729725,13739,495,25736,,1.12,0.88,1.01,1.18,0.98,1.15,1.15,,1,2.9,-51,-22.7,-893549,-16.6,-638844,-27.0,-5226,-27.6,36,7.8,1881,7.9
05121,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,1.12,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05125,5,812199,78,0,2020,A,N,5,0,0,0,0,0,0,N,1.05,0.0,0.0,0.0,0.0,0.0,0.0,N,1,25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05131,5,812199,78,0,2020,A,N,8,0,0,0,0,0,0,N,0.98,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-11.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05139,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.36,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05141,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,1.33,0.0,0.0,0.0,0.0,0.0,0.0,N,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05143,5,812199,78,0,2020,A,,16,58,1530777,481430,6554,508,26393,,1.14,0.65,0.83,0.66,0.98,1.28,1.28,,3,23.1,-1,-1.7,72965,5.0,-169806,-26.1,-1580,-19.4,31,6.5,1579,6.4
05145,5,812199,78,0,2020,A,N,3,0,0,0,0,0,0,N,0.75,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
05999,5,812199,78,0,2020,A,N,2,0,0,0,0,0,0,N,0.07,0.0,0.0,0.0,0.0,0.0,0.0,N,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06000,5,812199,58,0,2020,A,,2888,12131,350263170,156135973,5432317,555,28875,,0.81,0.89,0.8,1.28,1.23,0.89,0.89,,64,2.3,-8255,-40.5,-222066340,-38.8,-38938502,-20.0,-1487967,-21.5,15,2.8,800,2.8
06001,5,812199,78,0,2020,A,N,113,0,0,0,0,0,0,N,0.77,0.0,0.0,0.0,0.0,0.0,0.0,N,9,8.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06005,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.39,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06007,5,812199,78,0,2020,A,N,11,0,0,0,0,0,0,N,0.6,0.0,0.0,0.0,0.0,0.0,0.0,N,2,22.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06013,5,812199,78,0,2020,A,,77,310,7923301,4171210,139855,491,25545,,1.02,1.09,0.88,1.64,1.58,0.81,0.81,,1,1.3,-268,-46.4,-7036718,-47.0,-1418619,-25.4,-53009,-27.5,-7,-1.4,-326,-1.3
06015,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.55,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06017,5,812199,78,0,2020,A,N,15,0,0,0,0,0,0,N,1.19,0.0,0.0,0.0,0.0,0.0,0.0,N,1,7.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06019,5,812199,78,0,2020,A,,42,165,4574758,2244908,83318,532,27684,,0.5,0.52,0.72,0.85,0.76,1.38,1.38,,3,7.7,-130,-44.1,-2798160,-38.0,-717161,-24.2,-23078,-21.7,52,10.8,2705,10.8
06023,5,812199,78,0,2020,A,N,7,0,0,0,0,0,0,N,0.52,0.0,0.0,0.0,0.0,0.0,0.0,N,1,16.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06025,5,812199,78,0,2020,A,N,6,0,0,0,0,0,0,N,0.33,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-14.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06029,5,812199,78,0,2020,A,N,31,0,0,0,0,0,0,N,0.64,0.0,0.0,0.0,0.0,0.0,0.0,N,1,3.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06031,5,812199,78,0,2020,A,N,2,0,0,0,0,0,0,N,0.2,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06035,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.61,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06037,5,812199,78,0,2020,A,,837,3031,106701373,41482219,1474473,677,35209,,0.73,0.89,1.05,1.35,1.39,1.19,1.19,,26,3.2,-2526,-45.5,-73985800,-40.9,-12221557,-22.8,-486220,-24.8,52,8.3,2696,8.3
06041,5,812199,78,0,2020,A,N,21,0,0,0,0,0,0,N,0.76,0.0,0.0,0.0,0.0,0.0,0.0,N,-4,-16.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06045,5,812199,78,0,2020,A,N,3,0,0,0,0,0,0,N,0.32,0.0,0.0,0.0,0.0,0.0,0.0,N,-2,-40.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06047,5,812199,78,0,2020,A,N,3,0,0,0,0,0,0,N,0.2,0.0,0.0,0.0,0.0,0.0,0.0,N,-1,-25.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06051,5,812199,78,0,2020,A,N,2,0,0,0,0,0,0,N,1.35,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06053,5,812199,78,0,2020,A,N,17,0,0,0,0,0,0,N,0.54,0.0,0.0,0.0,0.0,0.0,0.0,N,-4,-19.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06055,5,812199,78,0,2020,A,N,15,0,0,0,0,0,0,N,1.15,0.0,0.0,0.0,0.0,0.0,0.0,N,-2,-11.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06057,5,812199,78,0,2020,A,,9,34,1334356,380233,13604,762,39634,,1.06,1.36,2.52,1.8,1.77,1.86,1.86,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
06059,5,812199,78,0,2020,A,,335,1677,49106721,22204178,771851,563,29275,,1.18,1.34,1.35,1.85,1.83,1.01,1.01,,20,6.3,-788,-32.0,-17431982,-26.2,-2193797,-9.0,-73819,-8.7,44,8.5,2286,8.5
06061,5,812199,78,0,2020,A,,39,320,7831472,3767058,98623,471,24467,,1.26,2.37,2.21,3.18,2.29,0.93,0.93,,6,18.2,-83,-20.6,-1835090,-19.0,-51945,-1.4,-3117,-3.1,10,2.2,500,2.1
06065,5,812199,78,0,2020,A,,135,694,16353586,7865606,325034,453,23573,,0.86,1.15,1.32,1.49,1.75,1.14,1.14,,1,0.7,-379,-35.3,-10241321,-38.5,-2192947,-21.8,-116821,-26.4,-24,-5.0,-1216,-4.9
06067,5,812199,78,0,2020,A,,91,475,11096456,5675209,212978,449,23365,,0.65,0.88,0.74,1.47,1.51,0.84,0.84,,3,3.4,-214,-31.1,-4645328,-29.5,-631198,-10.0,-20299,-8.7,10,2.3,523,2.3
06069,5,812199,78,0,2020,A,N,1,0,0,0,0,0,0,N,0.27,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
