,id,name,address,address2,city,state,zip,phone,latitude,longitude,status,open_date,url,distance
17,159,St Petersburg,350 2nd Ave S,,St. Petersburg,FL,33701,727-390-8006,27.76920950,-82.63815410,1,2025-01-22,/locations/fl/st-petersburg/,27.25118073806923
18,101,Tampa,319 W Palm Ave,,Tampa,FL,33602,813-771-0060,27.96243480,-82.46491790,1,2023-05-10,/locations/fl/tampa/,32.75213509052539
19,219,Tampa - Wesley,28211 Paseo Drive,Suite 165,Wesley Chapel,FL,33543,813-430-0333,28.18840960,-82.34747780,1,2025-12-03,/locations/fl/tampa-wesley/,41.84937816577059
20,220,Orlando - Winter Park,933 N Orlando Ave,Suite D,Winter Park,FL,32789,407-987-2917,28.60545760,-81.36550480,1,2025-11-12,/locations/fl/orlando-winter-park/,107.87350789973067
21,191,Orlando,717 N Alafaya Trail,,Orlando,FL,32828,407-584-2004,28.55686460,-81.20687020,1,2025-05-21,/locations/fl/orlando/,115.69222964351026
22,62,Chula Vista,2020 Birch Rd,Suite 101,Chula Vista,CA,91915,619-350-8322,32.62077430,-116.96652350,1,2020-07-01,/locations/ca/chula-vista/,125.54269586450604
23,137,La Mesa,3743 Avocado Blvd.,,La Mesa,CA,91941,619-626-1311,32.74749540,-116.95967690,1,2023-08-16,/locations/ca/la-mesa/,133.22448772458748
24,5,Hillcrest,3671 Fifth Ave,,San Diego,CA,92103,619-295-2929,32.74458030,-117.16006830,1,2009-04-01,/locations/ca/san-diego-hillcrest/,138.42864138987
25,12,La Jolla - UTC,8935 Towne Center Dr,Suite 107,San Diego,CA,92122,858-452-2929,32.86781310,-117.20622370,1,2011-12-01,/locations/ca/la-jolla-utc/,147.16262147814464
26,57,Tucson,2905 E Skyline Dr,Suite 252,Tucson,AZ,85718,520-600-5757,32.32474780,-110.93000310,1,2019-12-15,/locations/az/tucson/,106.62650408191283
27,169,El Paso,8889 Gateway Blvd W,Suite 1105,El Paso,TX,79925,915-975-1155,31.76903550,-106.37070380,1,2024-05-01,/locations/tx/el-paso/,64.81660180906889
28,60,Austin - The Domain,11011 Domain Dr,Suite 106,Austin,TX,78758,512-359-8000,30.39632040,-97.72627070,1,2021-09-29,/locations/tx/austin-the-domain/,44.768899960335446
29,116,Austin - East Side,1109 E 5th St,Suite 105,Austin,TX,78702,512-877-7700,30.26360790,-97.73184660,1,2022-11-16,/locations/tx/austin-eastside/,53.31944665826247
30,227,Austin - Sunset Valley,5400 Brodie Ln,Suite 280,Austin,TX,78745,512-650-3270,30.22972980,-97.82251820,1,2026-03-18,/locations/tx/austin-sunset-valley/,54.2573780705523
31,30,Fort Worth,2600 W 7th St Suite 102,,Fort Worth,TX,76107,682-224-8222,32.75157910,-97.35285850,1,2017-02-01,/locations/tx/fort-worth/,126.83955855447746
32,128,Arlington - TX,4001 Arlington Highlands Blvd,Suite 115,Arlington,TX,76018,817-435-9000,32.68006870,-97.10876920,1,2023-04-12,/locations/tx/arlington/,127.32399552332906
33,203,Fort Worth - Alliance Town Center,9593 Sage Meadow Trail,Suite 198,Fort Worth,TX,76177,817-745-5155,32.91333170,-97.31474710,1,2025-05-07,/locations/tx/fort-worth-alliance-town-center/,138.16740962548704
34,42,Southlake,1240 Prospect St,,Southlake,TX,76092,817-527-5040,32.94411610,-97.13285280,1,2018-11-01,/locations/tx/southlake/,143.6191663676556
35,34,Dallas,8060 Park Lane,Suite 110,Dallas,TX,75231,469-620-0166,32.87053710,-96.76847620,1,2017-05-01,/locations/tx/dallas/,148.0449578525997
36,97,The Woodlands,4747 Research Forest Dr,,Woodlands,TX,77381,281-982-1220,30.18521300,-95.49048020,1,2022-08-17,/locations/tx/woodlands/,63.40609507714068
37,226,Jacksonville - Mandarin,10601 San Jose Blvd,Suite 405,Jacksonville,FL,32257,904-921-4700,30.18509460,-81.62645570,1,2026-02-11,/locations/fl/jacksonville-mandarin/,99.21623747341424
38,131,Jacksonville,4668 Town Crossing Dr.,Suite 119,Jacksonville,FL,32246,904-740-4004,30.25870990,-81.52767000,1,2023-07-26,/locations/fl/jacksonville/,101.41799973220594
39,184,Santa Barbara,5782 Calle Real,,Goleta,CA,93117,805-229-2899,34.44169330,-119.82562180,1,2025-10-16,/locations/ca/santa-barbara/,127.91786779859355
40,157,Thousand Oaks,1772 E Avenida De Los Arboles,Suite 1772-G,Thousand Oaks,CA,91362,805-475-8155,34.21002180,-118.84559320,1,2024-05-31,/locations/ca/thousand-oaks/,16.988561587858307
41,59,Oxnard,663 Town Center Dr,Suite 2315,Oxnard,CA,93036,805-295-4333,34.24060610,-119.17874310,1,2020-06-15,/locations/ca/oxnard/,19.516810765837143
42,37,Woodland Hills,23373 Mulholland Dr,,Woodland Hills,CA,91364,818-878-8310,34.15869700,-118.63459360,1,2018-04-01,/locations/ca/woodland-hills/,23.61188507525687
43,217,Topanga Village,6320 Topanga Canyon Blvd,Suite 1623,Woodland Hills,CA,91367,818-232-8002,34.18531370,-118.60529980,1,2025-09-19,/locations/ca/topanga-village/,25.961442568225547
44,3,Santa Monica,514 Wilshire Blvd,,Santa Monica,CA,90401,310-393-2929,34.02005710,-118.49676370,1,2008-05-01,/locations/ca/santa-monica/,28.85604436981924
45,124,Porter Ranch,20159 Rinaldi,Suite 110,Porter Ranch,CA,91326,818-232-8001,34.27535520,-118.57290660,1,2023-04-26,/locations/ca/porter-ranch/,30.960252697425343
46,4,Marina del Rey,4728 Lincoln Blvd,,Marina Del Rey,CA,90292,310-823-2929,33.98040100,-118.43771340,1,2008-08-01,/locations/ca/marina-del-rey/,32.240802275939245
47,2,Sherman Oaks,13833 Ventura Blvd,#103,Sherman Oaks,CA,91423,818-377-7200,34.14878850,-118.43448220,1,2007-01-01,/locations/ca/sherman-oaks/,33.95879369058488
48,14,Beverly Hills,307 S Robertson Blvd,,Beverly Hills,CA,90211,310-299-4663,34.06193160,-118.38381940,1,2013-01-01,/locations/ca/beverly-hills/,35.541419455847574
49,1,West Hollywood,8953 Sunset Blvd,,West Hollywood,CA,90069,310-385-8329,34.09079000,-118.38681200,1,2006-01-01,/locations/ca/west-hollywood/,35.66161267627581
50,18,Hermosa Beach,1312 Hermosa Ave,,Hermosa Beach,CA,90254,424-262-7000,33.86318110,-118.40003930,1,2014-11-01,/locations/ca/hermosa-beach/,35.669787859754194
51,48,Valencia,24256 Valencia Blvd,,Valencia,CA,91355,661-234-7100,34.41286310,-118.55828980,1,2019-05-01,/locations/ca/valencia/,38.0895848039042
52,152,Los Feliz,4531 Hollywood Blvd,Suite F,Los Angeles,CA,90027,323-800-3380,34.09930180,-118.28820100,1,2024-12-05,/locations/ca/los-feliz/,41.322635659083325
53,44,Downtown Los Angeles,810 Francisco St,,Los Angeles,CA,90017,310-882-7773,34.04848120,-118.26281320,1,2019-07-08,/locations/ca/downtown-los-angeles/,42.34778458077377
54,133,Glendale,101 N Brand Blvd,Ste 145,Glendale,CA,91203,818-475-6700,34.14642120,-118.25547030,1,2023-07-12,/locations/ca/glendale/,43.79546360816612
55,19,Pasadena,415 South Lake Ave,,Pasadena,CA,91101,626-657-0550,34.13867000,-118.13261720,1,2015-02-01,/locations/ca/pasadena/,50.56043925433816
56,107,Long Beach,4725 E 2nd St,Suite B,Long Beach,CA,90803,562-800-5560,33.76189300,-118.13800620,1,2023-02-22,/locations/ca/long-beach/,52.11040477239385
57,63,Cerritos,11409 South Street,,Cerritos,CA,90703,562-207-5770,33.85907290,-118.09046960,1,2020-08-03,/locations/ca/cerritos/,53.04372353579902
58,20,Huntington Beach,7881 Edinger Ave,Suite 122,Huntington Beach,CA,92647,657-464-7999,33.73139270,-117.99106870,1,2015-05-01,/locations/ca/huntington-beach/,60.78657252548012
59,165,Fullerton,1575 S Harbor Blvd,,Fullerton,CA,92832,714-409-0874,33.85562380,-117.92465090,1,2024-03-06,/locations/ca/fullerton/,62.45155249188963
60,29,Brea,3333 E Imperial Highway,,Brea,CA,92823,714-592-2990,33.90950840,-117.85145030,1,2016-12-01,/locations/ca/brea/,66.12170524217271
61,141,Orange,655 S Main St,#250,Orange,CA,92868,714-409-0906,33.77777110,-117.86690270,1,2024-08-08,/locations/ca/orange/,66.77922304797463
62,7,Costa Mesa,369 E 17th St,Ste 4,Costa Mesa,CA,92627,949-548-2929,33.63089930,-117.91349740,1,2010-09-01,/locations/ca/costa-mesa/,67.38340254533207
63,72,Anaheim Hills,5655 La Palma Ave,Suite 140,Anaheim,CA,92807,714-909-2200,33.86145840,-117.79134540,1,2021-06-09,/locations/ca/anaheim-hills/,69.94772965507684
64,40,Tustin,15020 Kensington Park Dr,Suite 130,Tustin,CA,92782,657-335-4487,33.71319170,-117.81680940,1,2018-02-01,/locations/ca/tustin/,70.72186190939105
65,198,Chino Hills,3650 Grand Ave,Suite A,Chino Hills,CA,91709,909-810-5040,34.00195010,-117.72748680,1,2025-06-13,/locations/ca/chino-hills/,72.89041185671344
66,47,Newport Beach,7886 East Coast Hwy,,Newport Beach,CA,92657,949-432-7300,33.57044770,-117.83335220,1,2019-02-01,/locations/ca/newport-beach/,73.27506158626366
67,9,Lake Forest,23626 El Toro Rd,Ste A,Lake Forest,CA,92630,949-455-2929,33.61814840,-117.70164390,1,2011-03-01,/locations/ca/lake-forest/,79.06952480718243
68,182,Eastvale,12327 Limonite Ave,Suite 960,Eastvale,CA,91752,951-598-0068,33.97853250,-117.55086870,1,2024-12-18,/locations/ca/eastvale/,83.0316045878581
69,58,Rancho Cucamonga,12439 North Mainstreet,,Rancho Cucamonga,CA,91739,909-490-5333,34.11189810,-117.53388170,1,2020-03-02,/locations/ca/rancho-cucamonga/,84.28087124750067
70,106,Corona Hills,350 N McKinley St,Suite 104,Corona,CA,92879,951-228-0180,33.88725050,-117.52107640,1,2022-09-28,/locations/ca/corona-hills/,85.1277348543358
71,79,Rancho Mission Viejo,30845 Gateway Pl,Suite E-3,Mission Viejo,CA,92694,949-866-5590,33.52246100,-117.61805000,1,2022-02-23,/locations/ca/mission-viejo/,85.96523220636935
72,68,Bakersfield,9000 Ming Ave,Suite R1,Bakersfield,CA,93311,661-439-3818,35.34163050,-119.10474860,1,2021-03-01,/locations/ca/bakersfield/,92.8896335778748
73,237,Menifee,30098 Haun Rd,Suite 310,Menifee,CA,92584,951-598-0500,33.68343300,-117.17440460,4,,/locations/ca/menifee/,107.0247478050438
74,24,Temecula,40770 Winchester Rd,Suite 700,Temecula,CA,92591,951-395-0802,33.52424880,-117.15372700,1,2016-06-01,/locations/ca/temecula/,111.0282369433352
75,6,Carlsbad,6965 El Camino Real,Suite 101,Carlsbad,CA,92009,760-929-9944,33.10439610,-117.26784700,1,2010-01-01,/locations/ca/carlsbad/,117.37427742894884
76,197,Del Mar,12853 El Camino Real,Suite 109,San Diego,CA,92130,858-838-2808,32.95066280,-117.23293390,1,2025-09-12,/locations/ca/del-mar/,125.00967803799786
77,145,Escondido,1356 W Valley Pkwy,Suite H,Escondido,CA,92029,760-531-0601,33.11149420,-117.10418510,1,2023-11-15,/locations/ca/escondido/,125.23502052840203
78,33,4S Ranch,10432 Reserve Dr,Suite 111,San Diego,CA,92127,858-284-0777,33.02163950,-117.11392820,1,2017-05-01,/locations/ca/4s-ranch/,127.96339184677295
79,115,Henderson,2260 Village Walk Dr,#100,Henderson,NV,89052,702-850-9970,36.02150800,-115.08744280,1,2023-01-18,/locations/nv/henderson/,148.91326405054997
80,163,Surprise,16430 W Waddell Rd,Suite 110,Surprise,AZ,85388,623-471-7821,33.60982130,-112.41750300,1,2024-09-18,/locations/az/surprise/,42.955764315880735
81,202,Arrowhead - AZ,20028 N. 67th Avenue,Suite 208,Glendale,AZ,85308,623-307-8770,33.66626450,-112.20547560,1,2025-08-20,/locations/az/arrowhead/,51.09928591932964
82,195,Avondale,9796 W McDowell Rd,Suite 150,Phoenix,AZ,85037,623-299-7229,33.46483240,-112.27039030,1,2025-04-25,/locations/az/avondale/,55.900907339488455
83,13,Scottsdale,15147 N Scottsdale Rd,Suite 123,Scottsdale,AZ,85260,480-948-2929,33.62376810,-111.92402340,1,2012-08-01,/locations/az/scottsdale/,67.01645254705947
84,16,Phoenix - Arcadia,5017 N 44th St,Suite B205,Phoenix,AZ,85018,602-892-5005,33.51037590,-111.98619180,1,2014-08-01,/locations/az/phoenix-arcadia/,67.35153385506565
85,17,Chandler,3305 W Chandler Blvd,Suite E04,Chandler,AZ,85226,602-892-5006,33.30477570,-111.89835930,1,2014-08-01,/locations/az/chandler/,79.5102955910665
86,170,Gilbert - San Tan Village,2156 E. Williams Field Rd,Suite 106,Gilbert,AZ,85295,480-870-5990,33.30934880,-111.74330040,1,2024-07-19,/locations/az/gilbert-san-tan-village/,86.6080717473208
87,77,Albuquerque,2241 Q St NE,Suite 7F,Albuquerque,NM,87110,505-420-5510,35.10328770,-106.56752250,1,2022-08-03,/locations/nm/albuquerque/,80.10473245958346
88,230,Highland Village,1400 Shoal Creek,Suite 150,Highland Village,TX,75077,972-645-0042,33.07413370,-97.08614260,1,2026-03-25,/locations/tx/highland-village/,82.83866949346273
89,150,Prosper,951 S Preston Rd,,Prosper,TX,75078,972-597-9507,33.22541450,-96.79472530,1,2024-03-20,/locations/tx/prosper/,87.60116467738534
90,28,Frisco,3401 Preston Rd,D6,Frisco,TX,75034,469-269-5505,33.10742070,-96.80654840,1,2016-11-01,/locations/tx/frisco/,92.33408343399286
91,231,Plano,1900 Preston Rd,#203,Plano,TX,75093,972-725-4245,33.02571070,-96.79156590,1,2026-03-13,/locations/tx/plano/,96.8383066653451
92,208,Dallas - Addison,5100 Belt Line Rd,Suite 608,Dallas,TX,75254,972-597-9320,32.95111300,-96.82043330,1,2025-08-08,/locations/tx/dallas-addison/,99.36474076613437
93,235,Dallas - Garland,320 Cedar Sage Dr,,Garland,TX,75040,972-725-4245,32.95296680,-96.61174440,4,2026-06-26,/locations/tx/dallas-garland/,107.86307609365956
94,87,Oklahoma City,5810 N Classen Blvd,Suite 1B,Oklahoma City,OK,73118,405-876-8500,35.53176490,-97.53390630,1,2021-12-08,/locations/ok/oklahoma-city/,109.09183965694059
95,151,Rockwall,"991 East Interstate 30, Suite 103",,Rockwall,TX,75087,972-597-9512,32.90425320,-96.45323620,1,2024-03-13,/locations/tx/rockwall/,116.97121111200659
96,147,Birmingham,133 Summit Blvd,Suite C2,Birmingham,AL,35243,659-216-5454,33.44432970,-86.73073510,1,2024-01-31,/locations/al/birmingham/,135.94128111070847
97,89,Atlanta - Buckhead,77 W Paces Ferry Rd NW,Suite 35C,Atlanta,GA,30305,404-531-7700,33.83999730,-84.38101920,1,2022-01-26,/locations/ga/atlanta-buckhead/,93.48004461151294
98,118,Atlanta - Midtown,931 Monroe Ave,113D,Altanta,GA,30308,404-531-7100,33.78039910,-84.36844540,1,2023-03-08,/locations/ga/atlanta-midtown/,94.79971576639724
99,183,Peachtree,5161 Peachtree Parkway,Suite 620,Peachtree Corners,GA,30092,678-470-4140,33.98008270,-84.21721980,1,2025-01-15,/locations/ga/peachtree/,102.14045586746663
100,120,Charlotte,100 W Worthington Ave,Suite 105,Charlotte,NC,28203,704-800-4400,35.05739340,-80.84629200,1,2023-03-01,/locations/nc/charlotte/,142.70803713778153
101,185,Charlotte-Ballantyne,14020 Stream Way,Suite 115,Charlotte,NC,28277,980-350-5120,35.05739340,-80.84629200,1,2025-01-08,/locations/nc/charlotte-ballantyne/,142.70803713778153
102,228,Greensboro,806-A Friendly Rd,,Greensboro,NC,27408,336-606-4000,36.10468690,-79.81286490,1,2026-04-08,/locations/nc/greensboro/,145.80603764130225
103,31,Los Gatos,15200 Los Gatos Blvd,Suite 400,Los Gatos,CA,95032,669-271-0029,37.24766900,-121.95616590,1,2017-03-01,/locations/ca/los-gatos/,17.28201412847313
104,11,San Jose,377 Santana Row,Suite 1080,San Jose,CA,95128,408-248-2929,37.31991250,-121.94809370,1,2011-10-01,/locations/ca/san-jose/,22.288089696578776
105,15,Mountain View,565 San Antonio Rd,Suite 23,Mountain View,CA,94040,650-941-7107,37.40272830,-122.11210220,1,2014-04-01,/locations/ca/mountain-view/,28.501870990529092
106,81,Milpitas,1325 McCandless Drive,,Milpitas,CA,95035,408-889-4910,37.41219950,-121.89943820,1,2021-12-15,/locations/ca/milpitas/,29.013218414841145
107,36,Palo Alto,2100 El Camino Real,Suite D,Palo Alto,CA,94306,650-285-0558,37.42607050,-122.14812670,1,2017-12-01,/locations/ca/palo-alto/,30.54647485230423
108,83,San Carlos,661 El Camino Real,Suite 102,San Carlos,CA,94070,650-514-6090,37.50708550,-122.25967270,1,2021-09-15,/locations/ca/san-carlos/,37.83529664447408
109,49,Fremont,37100 Fremont Blvd,Suite E,Fremont,CA,94536,510-402-1150,37.56031460,-122.01053040,1,2019-04-01,/locations/ca/fremont/,38.71875816288873
110,21,Burlingame,1411 Burlingame Ave,,Burlingame,CA,94010,650-524-5554,37.57750670,-122.34824780,1,2015-07-01,/locations/ca/burlingame/,44.25670640073351
111,26,Dublin,5264 Dublin Blvd,Suite 525,Dublin,CA,94568,925-587-3330,37.70573590,-121.89122790,1,2016-07-01,/locations/ca/dublin/,49.126775906573265
112,50,San Ramon,6000 Bollinger Canyon Rd,Suite 1201,San Ramon,CA,94583,925-385-6300,37.76332110,-121.95944240,1,2019-06-01,/locations/ca/san-ramon/,52.78796351791536
113,27,Castro,410 Castro St,,San Francisco,CA,94114,415-429-0240,37.76220840,-122.43555240,1,2016-09-01,/locations/ca/san-francisco-castro/,57.83878591059658
114,46,San Francisco - Union Square,355 Sutter St,,San Francisco,CA,94108,415-612-1785,37.78921710,-122.40624260,1,2019-02-18,/locations/ca/san-francisco-union-square/,58.91362108275124
115,91,Oakland,5108 Broadway St,K106,Oakland,CA,94611,510-777-6170,37.83516270,-122.24930330,1,2022-05-11,/locations/ca/oakland/,59.30432180041272
116,103,Tracy,2613 Naglee Rd,,Tracy,CA,95304,209-657-6000,37.75635940,-121.46510070,1,2022-07-27,/locations/ca/tracy/,59.94660482224851
117,61,Emeryville,5679 Bay Street ,,Emeryville,CA,94608,510-241-3366,37.83623940,-122.29270180,1,2020-02-03,/locations/ca/emeryville/,59.970175885907835
118,8,San Francisco - The Marina,1878 Union St,,San Francisco,CA,94123,415-563-7300,37.79794340,-122.43023460,1,2011-02-01,/locations/ca/san-francisco-marina/,59.97782206370251
119,10,Walnut Creek,1648 Bonanza St,,Walnut Creek,CA,94596,925-937-2929,37.89966620,-122.06295140,1,2011-05-01,/locations/ca/walnut-creek/,62.25745047166701
120,144,Brentwood,2565 Sand Creek Road,Ste 116,Brentwood,CA,94513,925-315-8550,37.94613160,-121.73714880,1,2024-01-24,/locations/ca/brentwood/,66.94215811959839
121,69,Concord,2095 Diamond Blvd,Suite 125,Concord,CA,94520,925-488-9050,37.97308020,-122.05794410,1,2021-04-01,/locations/ca/concord/,67.30910183285151
122,98,Corte Madera,1716 Redwood Highway,Suite A025,Corte Madera,CA,94925,415-532-3637,37.93309160,-122.51602850,1,2022-04-13,/locations/ca/corte-madera/,70.40827246207297
123,22,Novato,108 Vintage Way,Suite B-1,Novato,CA,94945,415-798-8500,38.09193610,-122.55397840,1,2015-09-01,/locations/ca/novato/,81.32086120190313
124,117,Elk Grove,7711 Laguna Blvd,Suite 200,Elk Grove,CA,95758,916-777-0460,38.42495440,-121.41289360,1,2022-12-21,/locations/ca/elk-grove/,103.55314702269807
125,160,Santa Rosa,2160 Santa Rosa Ave,,Santa Rosa,CA,95407,707-572-5020,38.41802550,-122.71239980,1,2025-10-17,/locations/ca/santa-rosa/,105.43118729470645
126,199,Davis,875 Russell Boulevard,Suite 120,Davis,CA,95616,530-531-8505,38.54750970,-121.76025570,1,2025-07-11,/locations/ca/davis/,107.7223536092238
127,64,Sacramento - Midtown,1800 19th St,,Sacramento,CA,95811,916-333-7172,38.56829750,-121.48524650,1,2020-11-02,/locations/ca/sacramento-midtown/,111.94591128326245
128,166,East Sacramento,563 Pavilions Lane,,Sacramento,CA,95825,916-580-6646,38.57512780,-121.41066100,1,2024-02-21,/locations/ca/east-sacramento/,113.48921863827408
129,212,Sacramento - Fair Oaks,5321 Sunrise Blvd,,Fair Oaks,CA,95628,916-414-8300,38.66268930,-121.27389960,1,2026-01-14,/locations/ca/sacramento-fair-oaks/,121.5223127878251
130,234,Fresno - Fig Garden,642 W Shaw Ave,,Fresno,CA,93704,559-777-2507,36.80894580,-119.80543200,4,2026-05-06,/locations/ca/fresno-fig-garden/,121.96409408144228
131,65,Fresno,8346 N. Fresno St,Suite 104,Fresno,CA,93720,559-785-9830,36.85502760,-119.78364450,1,2020-11-01,/locations/ca/fresno/,122.82349319509932
132,52,Folsom,350 Palladio Pkwy,Suite 1967,Folsom,CA,95630,916-245-9200,38.65033980,-121.12069550,1,2019-07-15,/locations/ca/folsom/,123.71362694314584
133,99,Fresno - Clovis,1220 Shaw Ave,Suite 101,Clovis,CA,93612,559-373-0000,36.80738360,-119.69350700,1,2022-03-23,/locations/ca/fresno-clovis/,128.12542505837877
134,70,Roseville,1198 Roseville Parkway,Suite 120,Roseville,CA,95678,916-963-9184,38.76835760,-121.26761850,1,2021-06-01,/locations/ca/roseville/,128.54354934197727
135,66,Summerlin,10300 W Charleston Blvd,Suite 10,Las Vegas,NV,89135,725-600-0196,36.16044890,-115.32160870,1,2021-01-15,/locations/nv/summerlin/,69.1492961337545
136,23,Las Vegas - Town Square,6551 Las Vegas Blvd,S R-144,Las Vegas,NV,89119,702-848-3819,36.06932820,-115.17659540,1,2015-11-01,/locations/nv/las-vegas-town-square/,78.89566535782434
137,176,Wichita,2132 N Rock Rd,Suite 105,Wichita,KS,67206,316-444-8014,37.72163870,-97.24347240,1,2024-07-24,/locations/ks/wichita/,64.90145715267198
138,88,Kansas City - Leawood,4832 W 119th St,,Leawood,KS,66209,913-372-6100,38.91342920,-94.64232990,1,2022-03-30,/locations/ks/kansas-city/,133.6345218048821
139,225,Kansas City - Lee's Summit,880 NW Blue Parkway,Suite H,Lee's Summit,MO,64086,816-815-5105,38.93005320,-94.40285860,1,2026-03-06,/locations/mo/kansas-city-lees-summit/,137.26402995431346
140,156,St Louis,10 Maryland Plaza,,St. Louis,MO,63108,314-380-9190,38.64456070,-90.26194920,1,2024-06-12,/locations/mo/st-louis/,148.01397333671738
141,218,Nashville - The Gulch,1208 Demonbreun,,Nashville,TN,37203,615-685-1105,36.15456800,-86.78690230,1,2025-11-05,/locations/tn/nashville-the-gulch/,135.9773435022509
142,119,Nashville,2120 Green Hills Village Dr.,Suite 310,Nashville,TN,37215,615-510-7860,36.10859750,-86.81336260,1,2023-01-11,/locations/tn/nashville/,136.09306279610905
143,207,Lexington,2300 Sir Barton Way,Suite 140,Lexington,KY,40509,859-951-6001,38.02267350,-84.42153920,1,2025-07-25,/locations/ky/lexington/,111.69826960571086
144,162,Raleigh,6325 Falls of Neuse Road,#7,Raleigh,NC,27615,984-283-0063,35.86893220,-78.62293910,1,2024-08-07,/locations/nc/raleigh/,109.39194852619873
145,181,Richmond,3535 Ellwood Ave,,Richmond,VA,23221,804-846-3006,37.55696830,-77.48798500,1,2024-11-06,/locations/va/richmond/,143.36226077057455
146,132,Alexandria,814 N Saint Asaph St.,,Alexandria,VA,22314,703-454-5500,38.81350010,-77.04431150,1,2023-10-11,/locations/va/alexandria/,125.3254254178718
147,167,Washington DC - The Yards,145 N St SE,,Washington,DC,20303,202-827-6000,38.87456110,-77.00435710,1,2024-08-09,/locations/dc/washington-dc-the-yards/,129.52131922633586
148,84,Arlington - VA,2809 Clarendon Blvd,Suite 155,Arlington,VA,22201,703-810-7700,38.88848640,-77.09200520,1,2021-11-19,/locations/va/arlington/,130.57950185732602
149,95,Tysons,1630 Boro Place,,Tysons,VA,22102,703-672-8320,38.92356210,-77.23286990,1,2022-12-16,/locations/va/tysons/,133.51065635545163
150,93,Washington DC - Cathedral Heights,3318 Wisconsin Ave NW,Space 5,Washington,DC,20016,202-967-4060,38.93431330,-77.07265860,1,2022-05-18,/locations/dc/washington-dc-cathedral-heights/,133.70819906615543
151,135,Reston,11918 Market St.,,Reston,VA,20190,703-672-8305,38.95888660,-77.35752140,1,2023-10-25,/locations/va/reston/,136.74053691464536
152,127,North Bethesda,926 Rose Ave,,North Bethesda,MD,20852,301-478-7000,39.05084460,-77.11680290,1,2023-04-19,/locations/md/north-bethesda/,141.84374512854887
153,114,Ashburn,20325 Exchange St,,Ashburn,VA,20147,703-372-9900,39.05355750,-77.45457930,1,2023-02-15,/locations/va/ashburn/,144.0289946857054
